post_id,author_id,group_id,is_original,is_stolen,created_at,media_type,text,like_count,comment_count,share_count
98,2549,65,False,True,2024-07-06,video,Content group 65 copied post about topic 4,3,0,0
99,59,65,False,True,2024-07-03,video,Content group 65 copied post about topic 13,3,0,0
100,236,66,True,False,2024-07-02,image,Content group 66 original post about topic 46,10,1,1
101,1430,67,True,False,2024-08-09,text,Content group 67 original post about topic 13,3,0,0
102,1672,68,True,False,2024-07-21,video,Content group 68 original post about topic 46,36,6,7
103,2401,69,True,False,2024-08-14,image,Content group 69 original post about topic 22,12,2,0
104,702,70,True,False,2024-07-09,image,Content group 70 original post about topic 18,20,2,1
105,1322,71,True,False,2024-07-05,text,Content group 71 original post about topic 6,5,1,0
106,1056,72,True,False,2024-07-08,video,Content group 72 original post about topic 21,54,11,10
107,1358,73,True,False,2024-07-15,video,Content group 73 original post about topic 44,33,6,4
108,2080,74,True,False,2024-08-08,video,Content group 74 original post about topic 39,15,1,0
109,2539,75,True,False,2024-08-01,video,Content group 75 original post about topic 18,5,1,0
110,1127,76,True,False,2024-07-06,image,Content group 76 original post about topic 32,3,0,0
111,2472,76,False,True,2024-07-13,text,Content group 76 copied post about topic 5,2,0,0
112,894,77,True,False,2024-08-04,video,Content group 77 original post about topic 21,7,1,0
113,2671,78,True,False,2024-07-24,video,Content group 78 original post about topic 34,18,3,3
114,652,79,True,False,2024-07-16,image,Content group 79 original post about topic 34,14,1,2
115,1867,79,False,True,2024-07-24,image,Content group 79 copied post about topic 24,9,1,1
116,1141,79,False,True,2024-07-24,video,Content group 79 copied post about topic 18,8,2,1
117,2566,80,True,False,2024-07-02,video,Content group 80 original post about topic 8,57,12,3
118,1840,81,True,False,2024-07-19,video,Content group 81 original post about topic 14,42,7,5
119,67,82,True,False,2024-08-17,image,Content group 82 original post about topic 30,18,2,2
120,1279,83,True,False,2024-08-15,image,Content group 83 original post about topic 19,10,2,1
121,71,83,False,True,2024-08-19,video,Content group 83 copied post about topic 41,6,1,1
122,245,84,True,False,2024-07-07,video,Content group 84 original post about topic 25,10,2,1
123,1670,84,False,True,2024-07-08,video,Content group 84 copied post about topic 15,7,1,0
124,1152,85,True,False,2024-07-03,image,Content group 85 original post about topic 41,21,4,1
125,2372,85,False,True,2024-07-04,video,Content group 85 copied post about topic 2,21,5,2
126,2978,85,False,True,2024-07-08,image,Content group 85 copied post about topic 38,11,3,1
127,36,85,False,True,2024-07-05,image,Content group 85 copied post about topic 20,8,2,0
128,1941,86,True,False,2024-07-23,image,Content group 86 original post about topic 31,31,8,5
129,98,86,False,True,2024-07-30,text,Content group 86 copied post about topic 26,29,5,2
130,1052,86,False,True,2024-07-26,video,Content group 86 copied post about topic 10,21,5,1
131,614,86,False,True,2024-08-01,video,Content group 86 copied post about topic 39,10,2,1
132,1124,87,True,False,2024-08-20,video,Content group 87 original post about topic 19,16,4,2
133,2624,88,True,False,2024-08-29,image,Content group 88 original post about topic 13,15,1,1
134,740,89,True,False,2024-07-25,image,Content group 89 original post about topic 42,12,2,1
135,885,90,True,False,2024-08-08,image,Content group 90 original post about topic 17,5,1,0
136,402,91,True,False,2024-08-12,video,Content group 91 original post about topic 22,37,4,2
137,1767,92,True,False,2024-08-19,image,Content group 92 original post about topic 6,3,0,0
138,1842,93,True,False,2024-07-16,image,Content group 93 original post about topic 1,7,1,1
139,1721,94,True,False,2024-07-30,video,Content group 94 original post about topic 37,6,0,0
140,897,94,False,True,2024-08-01,video,Content group 94 copied post about topic 2,6,1,1
141,1080,94,False,True,2024-08-03,video,Content group 94 copied post about topic 18,10,2,1
142,737,94,False,True,2024-08-04,video,Content group 94 copied post about topic 37,4,0,0
143,2208,95,True,False,2024-08-29,video,Content group 95 original post about topic 28,12,1,1
144,1180,96,True,False,2024-08-25,image,Content group 96 original post about topic 25,27,3,1
145,853,97,True,False,2024-07-14,video,Content group 97 original post about topic 26,6,0,0
146,2412,98,True,False,2024-07-11,video,Content group 98 original post about topic 17,9,1,1
147,466,99,True,False,2024-07-07,video,Content group 99 original post about topic 20,22,3,3
148,2123,100,True,False,2024-08-13,image,Content group 100 original post about topic 27,27,6,2
149,1587,101,True,False,2024-07-11,video,Content group 101 original post about topic 12,27,5,2
150,1275,102,True,False,2024-08-09,video,Content group 102 original post about topic 38,8,2,0
151,1519,102,False,True,2024-08-10,video,Content group 102 copied post about topic 14,15,1,1
152,978,103,True,False,2024-07-02,image,Content group 103 original post about topic 34,11,2,1
153,1705,103,False,True,2024-07-08,text,Content group 103 copied post about topic 3,4,0,0
154,2366,104,True,False,2024-07-12,text,Content group 104 original post about topic 23,49,13,7
155,2729,105,True,False,2024-07-20,video,Content group 105 original post about topic 11,15,3,2
156,2531,106,True,False,2024-07-04,image,Content group 106 original post about topic 10,5,1,0
157,861,107,True,False,2024-08-07,video,Content group 107 original post about topic 8,9,0,0
158,2751,107,False,True,2024-08-07,image,Content group 107 copied post about topic 31,9,2,0
159,2325,108,True,False,2024-07-03,image,Content group 108 original post about topic 35,4,0,0
160,2491,109,True,False,2024-07-16,image,Content group 109 original post about topic 21,27,7,3
161,476,110,True,False,2024-07-12,video,Content group 110 original post about topic 40,55,11,5
162,21,110,False,True,2024-07-15,image,Content group 110 copied post about topic 41,60,12,10
163,2171,111,True,False,2024-08-11,video,Content group 111 original post about topic 22,22,2,4
164,1946,112,True,False,2024-07-07,video,Content group 112 original post about topic 26,36,8,3
165,600,113,True,False,2024-07-24,image,Content group 113 original post about topic 12,11,1,1
166,2991,114,True,False,2024-07-08,image,Content group 114 original post about topic 3,10,1,1
167,863,115,True,False,2024-08-17,text,Content group 115 original post about topic 4,4,0,0
168,509,116,True,False,2024-07-16,video,Content group 116 original post about topic 26,22,6,4
169,1629,117,True,False,2024-07-05,video,Content group 117 original post about topic 45,4,0,0
170,2118,117,False,True,2024-07-08,video,Content group 117 copied post about topic 2,4,1,0
171,1772,117,False,True,2024-07-07,video,Content group 117 copied post about topic 14,5,1,0
172,472,117,False,True,2024-07-09,image,Content group 117 copied post about topic 45,2,0,0
173,1200,118,True,False,2024-07-09,video,Content group 118 original post about topic 29,11,3,1
174,1980,119,True,False,2024-07-29,image,Content group 119 original post about topic 23,5,1,0
175,2331,120,True,False,2024-07-31,video,Content group 120 original post about topic 49,18,2,1
176,2742,121,True,False,2024-08-14,image,Content group 121 original post about topic 42,5,0,0
177,2506,121,False,True,2024-08-15,image,Content group 121 copied post about topic 9,9,2,0
178,1533,121,False,True,2024-08-18,video,Content group 121 copied post about topic 14,10,1,0
179,1223,122,True,False,2024-07-07,text,Content group 122 original post about topic 14,1,0,0
180,2961,123,True,False,2024-08-19,text,Content group 123 original post about topic 46,7,1,1
181,858,124,True,False,2024-08-27,video,Content group 124 original post about topic 14,12,2,2
182,1651,125,True,False,2024-07-26,video,Content group 125 original post about topic 17,16,4,2
183,1683,125,False,True,2024-08-01,video,Content group 125 copied post about topic 5,17,3,3
184,2583,125,False,True,2024-08-04,video,Content group 125 copied post about topic 29,18,3,2
185,1648,126,True,False,2024-08-16,video,Content group 126 original post about topic 15,33,6,6
186,769,127,True,False,2024-07-28,image,Content group 127 original post about topic 47,19,3,1
187,2286,128,True,False,2024-07-14,video,Content group 128 original post about topic 31,19,5,2
188,1734,129,True,False,2024-08-18,image,Content group 129 original post about topic 37,21,2,4
189,2703,129,False,True,2024-08-21,image,Content group 129 copied post about topic 28,12,2,1
190,907,129,False,True,2024-08-23,video,Content group 129 copied post about topic 2,33,7,5
191,463,129,False,True,2024-08-24,text,Content group 129 copied post about topic 47,14,2,0
192,2664,130,True,False,2024-07-30,video,Content group 130 original post about topic 46,2,0,0
193,1327,131,True,False,2024-08-21,image,Content group 131 original post about topic 9,31,4,4
194,2107,132,True,False,2024-08-07,image,Content group 132 original post about topic 18,16,2,1
195,1376,132,False,True,2024-08-16,image,Content group 132 copied post about topic 48,18,3,0
196,2349,132,False,True,2024-08-12,image,Content group 132 copied post about topic 21,7,1,0
197,2862,132,False,True,2024-08-11,video,Content group 132 copied post about topic 46,11,2,2
198,88,133,True,False,2024-07-25,image,Content group 133 original post about topic 35,37,5,5
199,1006,133,False,True,2024-08-03,image,Content group 133 copied post about topic 4,12,2,2
200,203,134,True,False,2024-08-16,video,Content group 134 original post about topic 24,21,2,2
201,1218,135,True,False,2024-08-12,image,Content group 135 original post about topic 31,5,1,0
202,1293,135,False,True,2024-08-12,text,Content group 135 copied post about topic 7,6,1,0
203,1450,136,True,False,2024-08-07,text,Content group 136 original post about topic 13,9,2,0
204,1240,137,True,False,2024-07-28,image,Content group 137 original post about topic 18,10,1,0
205,98,138,True,False,2024-08-17,video,Content group 138 original post about topic 38,5,1,0
206,43,138,False,True,2024-08-18,image,Content group 138 copied post about topic 1,3,0,0
207,819,139,True,False,2024-07-16,video,Content group 139 original post about topic 15,28,3,2
208,1149,140,True,False,2024-08-02,video,Content group 140 original post about topic 41,18,1,0
209,226,141,True,False,2024-07-17,image,Content group 141 original post about topic 42,2,0,0
210,518,142,True,False,2024-07-31,image,Content group 142 original post about topic 40,5,0,0
211,414,143,True,False,2024-07-05,video,Content group 143 original post about topic 45,19,3,2
212,2573,144,True,False,2024-08-18,video,Content group 144 original post about topic 42,19,5,2
213,259,145,True,False,2024-07-12,image,Content group 145 original post about topic 43,54,8,10
214,2592,145,False,True,2024-07-15,video,Content group 145 copied post about topic 34,34,5,4
215,803,145,False,True,2024-07-14,image,Content group 145 copied post about topic 24,56,15,9
216,694,146,True,False,2024-07-18,image,Content group 146 original post about topic 48,26,5,2
217,1569,147,True,False,2024-08-18,video,Content group 147 original post about topic 37,2,0,0
218,1435,148,True,False,2024-07-01,video,Content group 148 original post about topic 49,9,1,0
219,223,148,False,True,2024-07-09,video,Content group 148 copied post about topic 2,10,1,1
220,2423,148,False,True,2024-07-02,image,Content group 148 copied post about topic 14,18,2,2
221,2498,149,True,False,2024-08-03,video,Content group 149 original post about topic 25,8,2,0
222,1392,150,True,False,2024-08-23,image,Content group 150 original post about topic 12,8,2,0
223,2174,151,True,False,2024-07-09,image,Content group 151 original post about topic 14,54,16,5
224,565,152,True,False,2024-08-17,image,Content group 152 original post about topic 42,6,1,0
225,2504,153,True,False,2024-08-17,image,Content group 153 original post about topic 16,28,7,3
226,1619,154,True,False,2024-07-30,video,Content group 154 original post about topic 31,16,2,3
227,2234,155,True,False,2024-07-28,image,Content group 155 original post about topic 45,69,13,9
228,815,156,True,False,2024-08-01,image,Content group 156 original post about topic 9,15,3,1
229,420,157,True,False,2024-07-29,text,Content group 157 original post about topic 21,48,6,2
230,2624,158,True,False,2024-08-16,image,Content group 158 original post about topic 46,21,3,1
231,2460,158,False,True,2024-08-22,image,Content group 158 copied post about topic 31,25,4,3
232,1697,158,False,True,2024-08-22,video,Content group 158 copied post about topic 17,19,4,3
233,810,158,False,True,2024-08-22,text,Content group 158 copied post about topic 25,10,1,1
234,416,159,True,False,2024-07-19,image,Content group 159 original post about topic 3,17,2,1
235,79,159,False,True,2024-07-19,image,Content group 159 copied post about topic 7,5,1,0
236,1095,159,False,True,2024-07-23,video,Content group 159 copied post about topic 21,10,1,1
237,2672,159,False,True,2024-07-21,image,Content group 159 copied post about topic 7,13,1,1
238,2213,160,True,False,2024-07-23,image,Content group 160 original post about topic 21,26,5,3
239,507,161,True,False,2024-08-10,video,Content group 161 original post about topic 33,23,5,3
240,2216,162,True,False,2024-08-04,video,Content group 162 original post about topic 36,17,1,0
241,2835,162,False,True,2024-08-08,image,Content group 162 copied post about topic 10,15,3,2
242,1144,162,False,True,2024-08-10,image,Content group 162 copied post about topic 29,12,1,0
243,773,162,False,True,2024-08-13,image,Content group 162 copied post about topic 12,8,1,0
244,1152,163,True,False,2024-08-28,image,Content group 163 original post about topic 40,12,1,2
245,2191,164,True,False,2024-07-13,video,Content group 164 original post about topic 38,27,4,3
246,1387,164,False,True,2024-07-17,image,Content group 164 copied post about topic 11,22,4,1
247,1850,164,False,True,2024-07-20,text,Content group 164 copied post about topic 44,25,7,2
248,518,164,False,True,2024-07-19,video,Content group 164 copied post about topic 42,10,2,1
249,2742,165,True,False,2024-08-17,video,Content group 165 original post about topic 38,24,6,1
250,2313,166,True,False,2024-07-10,image,Content group 166 original post about topic 14,29,6,3
251,1245,166,False,True,2024-07-10,video,Content group 166 copied post about topic 25,30,3,2
252,976,166,False,True,2024-07-13,video,Content group 166 copied post about topic 33,20,3,3
253,2563,167,True,False,2024-07-23,image,Content group 167 original post about topic 18,19,5,1
254,1583,168,True,False,2024-08-10,image,Content group 168 original post about topic 5,35,8,5
255,2264,169,True,False,2024-07-29,video,Content group 169 original post about topic 26,45,13,4
256,232,170,True,False,2024-07-03,text,Content group 170 original post about topic 19,5,0,0
257,2472,171,True,False,2024-07-02,image,Content group 171 original post about topic 27,8,1,0
258,950,172,True,False,2024-08-14,video,Content group 172 original post about topic 49,39,6,5
259,1251,173,True,False,2024-08-10,video,Content group 173 original post about topic 4,6,0,0
260,2449,174,True,False,2024-08-22,text,Content group 174 original post about topic 48,8,1,0
261,1695,175,True,False,2024-08-17,image,Content group 175 original post about topic 34,12,2,2
262,143,176,True,False,2024-08-19,video,Content group 176 original post about topic 38,4,0,0
263,992,177,True,False,2024-08-22,image,Content group 177 original post about topic 37,8,1,0
264,1644,178,True,False,2024-07-28,video,Content group 178 original post about topic 14,12,1,1
265,2682,179,True,False,2024-07-23,video,Content group 179 original post about topic 39,58,14,8
266,2370,180,True,False,2024-08-07,image,Content group 180 original post about topic 34,44,8,2
267,883,181,True,False,2024-08-09,video,Content group 181 original post about topic 25,18,3,1
268,2192,182,True,False,2024-08-26,video,Content group 182 original post about topic 37,14,2,2
269,1627,183,True,False,2024-08-03,image,Content group 183 original post about topic 13,38,10,5
270,1221,184,True,False,2024-07-18,text,Content group 184 original post about topic 32,25,5,4
271,583,185,True,False,2024-07-08,image,Content group 185 original post about topic 49,13,3,1
272,1259,186,True,False,2024-07-31,video,Content group 186 original post about topic 33,17,3,0
273,127,186,False,True,2024-08-07,video,Content group 186 copied post about topic 41,20,3,1
274,787,187,True,False,2024-07-21,image,Content group 187 original post about topic 25,10,1,1
275,42,188,True,False,2024-08-25,image,Content group 188 original post about topic 33,23,4,3
276,1300,189,True,False,2024-07-25,text,Content group 189 original post about topic 12,12,2,0
277,160,190,True,False,2024-08-02,image,Content group 190 original post about topic 15,20,4,2
278,1843,191,True,False,2024-07-06,video,Content group 191 original post about topic 5,34,4,5
279,220,192,True,False,2024-08-04,video,Content group 192 original post about topic 34,5,1,0
280,1471,193,True,False,2024-07-04,video,Content group 193 original post about topic 26,31,7,2
281,2774,193,False,True,2024-07-04,image,Content group 193 copied post about topic 14,34,8,3
282,1119,193,False,True,2024-07-13,image,Content group 193 copied post about topic 21,35,6,6
283,1840,194,True,False,2024-07-08,image,Content group 194 original post about topic 34,8,2,1
284,985,194,False,True,2024-07-14,image,Content group 194 copied post about topic 47,5,0,0
285,392,194,False,True,2024-07-08,image,Content group 194 copied post about topic 3,11,1,1
286,2652,194,False,True,2024-07-13,image,Content group 194 copied post about topic 36,4,1,0
287,383,195,True,False,2024-07-03,video,Content group 195 original post about topic 5,3,0,0
288,2058,195,False,True,2024-07-10,video,Content group 195 copied post about topic 3,3,0,0
289,2610,195,False,True,2024-07-09,image,Content group 195 copied post about topic 33,2,0,0
290,2510,196,True,False,2024-08-23,text,Content group 196 original post about topic 13,5,0,0
291,1913,197,True,False,2024-07-12,text,Content group 197 original post about topic 21,33,4,4
292,2029,198,True,False,2024-08-16,video,Content group 198 original post about topic 38,74,12,6
293,1673,199,True,False,2024-07-23,text,Content group 199 original post about topic 7,59,7,10
294,1752,199,False,True,2024-08-01,image,Content group 199 copied post about topic 46,53,7,9
295,1638,199,False,True,2024-07-27,image,Content group 199 copied post about topic 19,36,9,2
296,1702,199,False,True,2024-08-01,image,Content group 199 copied post about topic 23,30,7,4
297,1649,200,True,False,2024-07-30,image,Content group 200 original post about topic 33,8,2,1
298,2794,201,True,False,2024-07-03,video,Content group 201 original post about topic 19,16,4,2
299,170,202,True,False,2024-08-27,image,Content group 202 original post about topic 1,10,1,1
300,358,203,True,False,2024-07-09,image,Content group 203 original post about topic 46,18,4,1
301,2149,204,True,False,2024-08-02,image,Content group 204 original post about topic 29,6,1,0
302,2713,204,False,True,2024-08-07,image,Content group 204 copied post about topic 3,5,0,0
303,1935,204,False,True,2024-08-05,image,Content group 204 copied post about topic 20,2,0,0
304,1649,205,True,False,2024-07-23,video,Content group 205 original post about topic 47,15,2,1
305,136,206,True,False,2024-08-26,image,Content group 206 original post about topic 45,24,6,1
306,1633,207,True,False,2024-08-02,image,Content group 207 original post about topic 22,17,3,3
307,2181,208,True,False,2024-08-15,video,Content group 208 original post about topic 25,12,1,1
308,2872,208,False,True,2024-08-16,video,Content group 208 copied post about topic 19,21,2,2
309,628,209,True,False,2024-07-07,video,Content group 209 original post about topic 24,13,1,1
310,1739,210,True,False,2024-08-10,video,Content group 210 original post about topic 1,5,1,0
311,1888,210,False,True,2024-08-17,image,Content group 210 copied post about topic 2,3,0,0
312,149,210,False,True,2024-08-17,image,Content group 210 copied post about topic 47,4,0,0
313,2996,211,True,False,2024-08-21,image,Content group 211 original post about topic 20,52,8,3
314,658,212,True,False,2024-07-20,video,Content group 212 original post about topic 1,5,0,0
315,723,212,False,True,2024-07-29,image,Content group 212 copied post about topic 38,3,0,0
316,2973,212,False,True,2024-07-23,image,Content group 212 copied post about topic 33,5,0,0
317,2949,212,False,True,2024-07-27,video,Content group 212 copied post about topic 39,4,1,0
318,368,213,True,False,2024-08-09,video,Content group 213 original post about topic 11,7,1,1
319,1421,214,True,False,2024-07-08,video,Content group 214 original post about topic 28,21,5,1
320,2946,215,True,False,2024-07-14,image,Content group 215 original post about topic 2,33,6,1
321,1996,216,True,False,2024-08-17,image,Content group 216 original post about topic 4,0,0,0
322,390,217,True,False,2024-07-23,video,Content group 217 original post about topic 3,13,2,1
323,394,218,True,False,2024-08-12,image,Content group 218 original post about topic 21,1,0,0
324,28,218,False,True,2024-08-16,image,Content group 218 copied post about topic 38,1,0,0
325,2065,218,False,True,2024-08-17,image,Content group 218 copied post about topic 10,1,0,0
326,189,218,False,True,2024-08-17,image,Content group 218 copied post about topic 43,1,0,0
327,2463,219,True,False,2024-08-17,video,Content group 219 original post about topic 47,21,5,3
328,1519,220,True,False,2024-08-05,video,Content group 220 original post about topic 40,11,3,0
329,487,221,True,False,2024-07-26,video,Content group 221 original post about topic 15,60,13,11
330,1957,222,True,False,2024-08-14,image,Content group 222 original post about topic 17,28,2,3
331,278,223,True,False,2024-07-17,image,Content group 223 original post about topic 17,25,3,2
332,2906,223,False,True,2024-07-22,image,Content group 223 copied post about topic 16,15,4,2
333,1062,223,False,True,2024-07-22,image,Content group 223 copied post about topic 35,29,3,4
334,708,224,True,False,2024-07-18,video,Content group 224 original post about topic 37,22,3,2
335,2473,225,True,False,2024-07-11,video,Content group 225 original post about topic 16,49,7,6
336,949,225,False,True,2024-07-20,video,Content group 225 copied post about topic 31,37,8,6
337,2259,225,False,True,2024-07-19,image,Content group 225 copied post about topic 9,31,6,2
338,215,225,False,True,2024-07-14,image,Content group 225 copied post about topic 9,25,3,4
339,2515,226,True,False,2024-07-15,video,Content group 226 original post about topic 42,18,2,3
340,2673,226,False,True,2024-07-18,image,Content group 226 copied post about topic 34,22,5,2
341,2803,226,False,True,2024-07-15,video,Content group 226 copied post about topic 2,22,6,3
342,435,226,False,True,2024-07-15,image,Content group 226 copied post about topic 10,23,2,4
343,2341,227,True,False,2024-08-17,image,Content group 227 original post about topic 12,8,1,0
344,420,228,True,False,2024-07-31,video,Content group 228 original post about topic 9,29,6,5
345,2796,229,True,False,2024-07-26,video,Content group 229 original post about topic 13,16,4,2
346,1502,229,False,True,2024-07-30,image,Content group 229 copied post about topic 4,37,9,4
347,1254,230,True,False,2024-08-26,image,Content group 230 original post about topic 30,22,5,3
